p_name	l_partkey	c_name	o_orderkey	n_name
5610209	peach linen khaki chartreuse ghost	87756	Customer#000117496	Supplier#000007757
5611974	orchid black dim snow blanched	58319	Customer#000118729	Supplier#000003330
5611974	sky lace azure seashell blush	170453	Customer#000118729	Supplier#000008005
4363911	purple blush lime orchid violet	152869	Customer#000140257	Supplier#000000415
4363911	medium aquamarine chartreuse frosted rose	101950	Customer#000140257	Supplier#000009481
4363911	lace ghost indian khaki coral	67823	Customer#000140257	Supplier#000007824
931907	blue thistle steel cyan green	18950	Customer#000117947	Supplier#000001452
942978	purple linen red violet navy	155670	Customer#000074572	Supplier#000008186
5893511	lime metallic dim coral mint	117381	Customer#000049033	Supplier#000009893
5012965	wheat pale ivory orchid lawn	51806	Customer#000053090	Supplier#000001807
5012965	navajo lace coral purple honeydew	88048	Customer#000053090	Supplier#000008049
5012965	rose blue dim navajo burlywood	65643	Customer#000053090	Supplier#000000656
5047173	navy powder saddle blush khaki	147696	Customer#000035776	Supplier#000005239
5047173	burnished thistle rose yellow bisque	115294	Customer#000035776	Supplier#000005295
5047173	light orchid lavender rosy blue	129922	Customer#000035776	Supplier#000009923
631651	almond medium beige salmon coral	196564	Customer#000008936	Supplier#000001603
972901	orange violet honeydew hot antique	188821	Customer#000141100	Supplier#000001340
972901	lavender pale chiffon brown slate	117482	Customer#000141100	Supplier#000005016
1177378	thistle hot peach navy medium	17548	Customer#000050327	Supplier#000007549
55937	hot dim burnished steel rosy	46111	Customer#000016586	Supplier#000006112
80550	ghost lemon powder bisque rose	5731	Customer#000030805	Supplier#000003232
80550	peach antique purple metallic peru	160599	Customer#000030805	Supplier#000003116
80550	brown chiffon orange dark peru	140507	Customer#000030805	Supplier#000003022
80550	pink purple azure lavender green	104891	Customer#000030805	Supplier#000007402
95808	blush violet bisque thistle peru	188873	Customer#000001045	Supplier#000003910
95808	blanched papaya aquamarine pink pale	14838	Customer#000001045	Supplier#000002342
409924	violet blue deep smoke green	60688	Customer#000007565	Supplier#000008207
1914983	powder lavender peru bisque cornsilk	36468	Customer#000110848	Supplier#000008972
2131139	chartreuse spring sky black maroon	46755	Customer#000003202	Supplier#000009260
279812	almond navajo smoke violet forest	63946	Customer#000091154	Supplier#000008959
502886	burnished honeydew grey azure pink	109555	Customer#000016384	Supplier#000004576
502886	smoke lawn peru antique goldenrod	35492	Customer#000016384	Supplier#000005493
2942469	cornflower burlywood beige ghost lavender	137804	Customer#000148885	Supplier#000000318
2919554	tomato navy bisque brown metallic	192485	Customer#000091004	Supplier#000005005
2919554	lavender peru cyan magenta slate	86804	Customer#000091004	Supplier#000009313
1451203	mint chocolate burnished blush antique	150895	Customer#000000506	Supplier#000005926
1451203	dim navajo smoke ivory maroon	80739	Customer#000000506	Supplier#000008264
1451203	medium slate frosted antique cream	13410	Customer#000000506	Supplier#000000914
1887649	ghost magenta khaki azure peach	87958	Customer#000075464	Supplier#000007959
1887649	smoke indian blanched cream lime	104617	Customer#000075464	Supplier#000009638
884673	green lime burnished powder turquoise	64553	Customer#000068108	Supplier#000007060
884673	red tomato medium khaki gainsboro	148627	Customer#000068108	Supplier#000006170
922086	sienna peach green midnight purple	166604	Customer#000103207	Supplier#000006605
922086	grey aquamarine steel lemon chartreuse	102901	Customer#000103207	Supplier#000000432
1003328	lawn magenta blanched sienna drab	123678	Customer#000063749	Supplier#000006191
1003328	deep floral blush hot lawn	46889	Customer#000063749	Supplier#000004402
1003328	navajo rose maroon gainsboro plum	37550	Customer#000063749	Supplier#000007551
1003328	metallic olive lime rosy magenta	92982	Customer#000063749	Supplier#000008001
3456515	saddle rosy linen chartreuse grey	176979	Customer#000015518	Supplier#000004531
3456515	green ghost peru puff lace	182014	Customer#000015518	Supplier#000002015
3547139	snow frosted ghost forest moccasin	184341	Customer#000014270	Supplier#000001896
2152675	bisque dark royal indian yellow	177768	Customer#000061727	Supplier#000002803
2503235	cornflower peach light tan black	156323	Customer#000148061	Supplier#000003869
3883783	green tan wheat moccasin seashell	25222	Customer#000015272	Supplier#000000227
3883783	dark drab tomato plum brown	98598	Customer#000015272	Supplier#000006126
3883783	rose hot lemon light moccasin	124673	Customer#000015272	Supplier#000009698
2576578	moccasin maroon navajo burnished green	97386	Customer#000094546	Supplier#000007387
2576578	puff steel dodger plum drab	151375	Customer#000094546	Supplier#000001376
5044869	pink mint misty chocolate forest	25778	Customer#000069796	Supplier#000005779
5044869	midnight gainsboro honeydew pink orange	163685	Customer#000069796	Supplier#000001234
4217668	yellow sandy blush ghost coral	111889	Customer#000052384	Supplier#000006912
3360326	firebrick papaya thistle hot peru	55358	Customer#000041692	Supplier#000007864
3360326	drab navy bisque orchid plum	12861	Customer#000041692	Supplier#000005363
5422311	cream blanched ghost chocolate drab	894	Customer#000042982	Supplier#000000895
5422311	seashell steel purple misty blush	141286	Customer#000042982	Supplier#000008829
2948355	snow plum tomato peach dark	140675	Customer#000148481	Supplier#000000676
2948355	pale goldenrod orchid ivory firebrick	128880	Customer#000148481	Supplier#000003905
2948355	aquamarine cyan cream goldenrod ghost	189680	Customer#000148481	Supplier#000004717
1805824	grey peru wheat royal yellow	8980	Customer#000063985	Supplier#000001481
1805824	khaki coral indian dodger medium	111880	Customer#000063985	Supplier#000006903
1805824	spring honeydew magenta drab chocolate	113568	Customer#000063985	Supplier#000003569
4363911	coral orchid honeydew spring azure	90981	Customer#000140257	Supplier#000003491
1406914	saddle chocolate salmon dark snow	39940	Customer#000131482	Supplier#000007450
1975399	sandy goldenrod ghost medium linen	108647	Customer#000128458	Supplier#000001158
2232932	saddle purple grey khaki lavender	111795	Customer#000013940	Supplier#000004307
2232932	hot lavender thistle maroon beige	2980	Customer#000013940	Supplier#000002981
5012965	turquoise floral sienna rosy medium	173980	Customer#000053090	Supplier#000009015
219426	white lace lemon peru blue	125802	Customer#000055346	Supplier#000000827
2894533	burlywood dodger turquoise navajo linen	177995	Customer#000052873	Supplier#000007996
5280386	misty honeydew magenta burnished coral	176095	Customer#000084646	Supplier#000003647
5280386	coral olive azure lawn orchid	88954	Customer#000084646	Supplier#000003971
5637766	cream indian yellow tan lemon	131921	Customer#000036742	Supplier#000001922
41445	deep blush indian lavender light	116993	Customer#000006053	Supplier#000009505
41445	khaki puff metallic maroon floral	183210	Customer#000006053	Supplier#000008247
409924	slate indian rose cream honeydew	133966	Customer#000007565	Supplier#000003967
409924	red frosted magenta tomato aquamarine	154902	Customer#000007565	Supplier#000002448
5864288	floral pale red black chocolate	70672	Customer#000001489	Supplier#000000673
5917732	burnished coral azure goldenrod cornsilk	24927	Customer#000097498	Supplier#000004928
5955427	papaya tan brown chocolate light	32612	Customer#000030415	Supplier#000000122
4290499	dark hot beige goldenrod orange	166531	Customer#000049609	Supplier#000001564
4290499	drab firebrick metallic orchid violet	123736	Customer#000049609	Supplier#000003737
3459808	beige firebrick burnished floral seashell	42671	Customer#000131386	Supplier#000007680
3459808	puff turquoise orange indian coral	170608	Customer#000131386	Supplier#000000609
551136	grey beige drab maroon white	131805	Customer#000114586	Supplier#000004319
551136	burlywood aquamarine peach moccasin navajo	198137	Customer#000114586	Supplier#000008138
599105	thistle honeydew dodger bisque forest	179724	Customer#000136168	Supplier#000004759
4745607	chocolate floral lawn salmon frosted	193667	Customer#000046435	Supplier#000001225
3583616	forest brown indian navajo violet	13592	Customer#000059359	Supplier#000008595
3583616	chocolate lemon dark maroon chiffon	135855	Customer#000059359	Supplier#000003395
3583616	beige turquoise grey dodger aquamarine	56734	Customer#000059359	Supplier#000001745
3583616	ghost rosy metallic thistle dim	114780	Customer#000059359	Supplier#000004781
3583616	blue almond drab frosted bisque	96901	Customer#000059359	Supplier#000006902
931907	mint chartreuse black azure powder	112734	Customer#000117947	Supplier#000007757
942978	firebrick dim gainsboro wheat orchid	103048	Customer#000074572	Supplier#000000579
1226658	floral midnight rosy sienna deep	86587	Customer#000082741	Supplier#000006588
1226658	lemon magenta chocolate blush sky	141888	Customer#000082741	Supplier#000009431
1226658	blue turquoise green firebrick hot	97118	Customer#000082741	Supplier#000009628
1451203	smoke rose sky lime ivory	149923	Customer#000000506	Supplier#000009924
1451203	metallic tomato floral drab lavender	174750	Customer#000000506	Supplier#000009785
5380005	burlywood azure burnished steel lawn	178931	Customer#000055415	Supplier#000001449
5489475	coral blanched aquamarine frosted moccasin	132294	Customer#000137446	Supplier#000009834
5870759	olive peach deep almond misty	172990	Customer#000051688	Supplier#000005508
5870759	yellow hot medium blanched lawn	147893	Customer#000051688	Supplier#000007894
5870759	blue linen red burnished forest	29653	Customer#000051688	Supplier#000007160
1773765	hot turquoise sandy burnished spring	177801	Customer#000128228	Supplier#000005353
5951777	violet goldenrod ivory honeydew chiffon	186951	Customer#000099926	Supplier#000006952
5951777	drab papaya deep blush forest	80581	Customer#000099926	Supplier#000003090
5969250	frosted black gainsboro hot aquamarine	1999	Customer#000051431	Supplier#000002000
5969250	puff light grey deep cornsilk	159948	Customer#000051431	Supplier#000007494
5969250	beige dodger azure purple puff	29664	Customer#000051431	Supplier#000009665
330275	cornsilk chocolate burlywood deep rosy	136764	Customer#000008011	Supplier#000001791
330275	powder goldenrod cyan turquoise honeydew	43626	Customer#000008011	Supplier#000008635
1887649	floral turquoise lemon bisque blush	38948	Customer#000075464	Supplier#000008949
2576578	maroon ghost chiffon bisque azure	85296	Customer#000094546	Supplier#000002821
3272548	beige moccasin aquamarine almond chocolate	100606	Customer#000076067	Supplier#000005627
3360326	dodger goldenrod brown pink yellow	51756	Customer#000041692	Supplier#000001757
3360326	red tan lavender ivory midnight	144658	Customer#000041692	Supplier#000007173
2334433	lemon sienna rose blush burlywood	160889	Customer#000038773	Supplier#000008438
1344772	burlywood chartreuse blush floral cornflower	164247	Customer#000042665	Supplier#000006764
2919554	turquoise light lawn midnight lavender	163721	Customer#000091004	Supplier#000006238
2919554	almond violet mint green grey	34994	Customer#000091004	Supplier#000000001
2919554	magenta cornsilk rose blush dodger	141072	Customer#000091004	Supplier#000003587
2971972	gainsboro green steel white turquoise	195595	Customer#000134032	Supplier#000003153
2971972	peach lemon pink rose thistle	93827	Customer#000134032	Supplier#000001355
3292993	antique chiffon linen peru ivory	38881	Customer#000078313	Supplier#000006391
3292993	orchid floral snow linen chiffon	63957	Customer#000078313	Supplier#000001476
3292993	dodger lemon honeydew hot white	119675	Customer#000078313	Supplier#000004698
3605985	violet blue chartreuse hot antique	45395	Customer#000055309	Supplier#000002908
3605985	honeydew indian peach turquoise steel	147395	Customer#000055309	Supplier#000002424
3883783	antique purple moccasin seashell firebrick	94903	Customer#000015272	Supplier#000002431
4363911	purple tan thistle orange powder	56554	Customer#000140257	Supplier#000009060
4363911	sienna black ghost white cream	109825	Customer#000140257	Supplier#000009826
4363911	lime magenta green brown antique	16869	Customer#000140257	Supplier#000006870
4217668	rosy hot slate burlywood blue	187113	Customer#000052384	Supplier#000007114
4217668	chartreuse black maroon cornsilk peach	198814	Customer#000052384	Supplier#000003853
5012965	linen lemon moccasin grey orange	12697	Customer#000053090	Supplier#000007700
5012965	green royal maroon beige floral	193716	Customer#000053090	Supplier#000003717
5012965	indian maroon navy burlywood frosted	60904	Customer#000053090	Supplier#000005917
5219719	light violet lace maroon chiffon	21850	Customer#000086290	Supplier#000006855
2289825	ivory azure tan lawn papaya	51228	Customer#000032009	Supplier#000006239
534529	papaya almond moccasin beige orange	181623	Customer#000025994	Supplier#000001624
5247169	brown olive rosy tomato pale	60699	Customer#000137554	Supplier#000000700
5280386	honeydew aquamarine peru sandy ivory	31713	Customer#000084646	Supplier#000009223
