count(distinct l_linenumber)
7
sum(distinct l_linenumber)	avg(distinct l_linenumber)	count(distinct l_linenumber)
198956	6514	0.00
198958	1478	0.01
198967	6525	0.05
198979	1499	0.04
199063	4102	0.04
199067	9068	0.00
199110	9111	0.08
199143	4182	0.05
199146	1666	0.03
199165	4204	0.03
199172	9173	0.00
199176	6734	0.08
199179	4218	0.01
199182	9183	0.07
199195	1715	0.02
199271	6829	0.04
199283	6841	0.06
199284	4323	0.06
199309	4348	0.04
199340	6898	0.03
199393	9394	0.08
199414	4453	0.06
199417	9418	0.03
199418	4457	0.01
199422	9423	0.03
199424	9425	0.00
199475	4514	0.01
199488	9489	0.02
199490	2010	0.01
199518	4557	0.08
199532	9533	0.06
199554	2074	0.01
199573	7131	0.08
199575	4614	0.00
199588	4627	0.02
199675	2195	0.03
199675	9676	0.00
199690	9691	0.01
199696	9697	0.04
199699	2219	0.06
199716	4755	0.06
199810	2330	0.02
199817	9818	0.00
199818	9819	0.07
199848	2368	0.08
199869	4908	0.04
199887	4926	0.07
199909	7467	0.08
199912	7470	0.07
199929	9930	0.07
199946	4985	0.03
l_linenumber	l_shipmode	sum(distinct l_tax)	sum(distinct l_extendedprice)	max(l_tax)	max(l_extendedprice)
1	AIR	0.36	14578165.07	0.08	93580.69
1	FOB	0.36	13750701.55	0.08	93933.60
1	MAIL	0.36	12576500.94	0.08	103149.00
1	RAIL	0.36	13817719.61	0.08	98149.50
1	REG AIR	0.36	13162968.42	0.08	97545.50
1	SHIP	0.36	14392395.05	0.08	100796.50
1	TRUCK	0.36	13437103.69	0.08	94469.06
2	AIR	0.36	11542801.54	0.08	96381.60
2	FOB	0.36	12864791.00	0.08	91822.08
2	MAIL	0.36	12068599.24	0.08	102197.50
2	RAIL	0.36	11070090.00	0.08	99598.50
2	REG AIR	0.36	11682053.50	0.08	103049.50
2	SHIP	0.36	11593664.69	0.08	98498.50
2	TRUCK	0.36	13942295.99	0.08	97948.06
3	AIR	0.36	9536842.55	0.08	99125.04
3	FOB	0.36	9216154.27	0.08	98927.52
3	MAIL	0.36	9935233.32	0.08	92309.14
3	RAIL	0.36	9494959.21	0.08	99763.51
3	REG AIR	0.36	9331367.52	0.08	93484.65
3	SHIP	0.36	9787139.62	0.08	92925.12
3	TRUCK	0.36	9346417.00	0.08	98847.50
4	AIR	0.36	7356195.26	0.08	102948.50
4	FOB	0.36	6501524.17	0.08	98398.00
4	MAIL	0.36	7812499.71	0.08	92551.54
4	RAIL	0.36	7995505.24	0.08	90066.16
4	REG AIR	0.36	7776716.88	0.08	95997.50
4	SHIP	0.36	8612178.53	0.08	92965.54
4	TRUCK	0.36	8284577.88	0.08	96294.50
5	AIR	0.36	5481200.52	0.08	99299.50
5	FOB	0.36	5824403.48	0.08	92734.08
5	MAIL	0.36	5593080.31	0.08	97245.12
5	RAIL	0.36	5944537.64	0.08	87903.70
5	REG AIR	0.36	5677698.50	0.08	97594.50
5	SHIP	0.36	5379360.57	0.08	94483.54
5	TRUCK	0.36	6060372.02	0.08	95743.00
6	AIR	0.36	3344491.21	0.08	77357.20
6	FOB	0.36	4374585.08	0.08	93096.57
6	MAIL	0.36	4159317.92	0.08	88739.55
6	RAIL	0.36	4487424.17	0.08	100840.04
6	REG AIR	0.36	4136386.81	0.08	101896.50
6	SHIP	0.36	2282011.54	0.08	79547.40
6	TRUCK	0.36	4333837.55	0.08	94597.50
7	AIR	0.36	1751655.47	0.08	80146.84
7	FOB	0.36	1553419.84	0.08	100248.50
7	MAIL	0.36	2051812.23	0.08	88091.71
7	RAIL	0.33	1850162.74	0.08	85343.07
7	REG AIR	0.36	2188228.65	0.08	85450.95
7	SHIP	0.36	2459602.76	0.08	91366.59
7	TRUCK	0.36	1776290.35	0.08	96143.04
sum(distinct l_partkey)	avg(distinct l_partkey)	count(distinct l_partkey)
20000100000	100000.5000	200000
avg(distinct l_partkey)	min(l_partkey)	min(distinct l_partkey)	max(l_partkey)	max(distinct l_partkey)
100000.5000	1	1	200000	200000
count(distinct l_suppkey)
10000
avg(distinct l_suppkey)	count(distinct l_suppkey)	sum(distinct l_suppkey)
5000.5000	10000	50005000
count(distinct l_quantity)
50
avg(distinct l_quantity)
25.500000
count(distinct l_discount)
11
count(distinct l_discount)	avg(l_discount)
11	0.049999
sum(distinct l_tax)	sum(l_tax)
0.36	240129.67
count(distinct l_returnflag)
3
count(distinct l_returnflag)	count(l_orderkey)
3	6001215
count(distinct l_linestatus)	count(l_comment)
2	6001215
count(distinct l_shipinstruct)
4
count(distinct l_shipmode)
7
count(distinct l_partkey)	count(distinct l_suppkey)	avg(l_partkey)	avg(l_suppkey)
200000	10000	100017.9893	5000.6026
avg(distinct l_partkey)	count( distinct l_partkey)	sum(distinct l_partkey)	avg(distinct l_suppkey)	count(distinct l_partkey)	sum(distinct l_suppkey)
100000.5000	200000	20000100000	5000.5000	200000	50005000
avg(distinct l_partkey)	avg(l_suppkey)
100000.5000	5000.6026
count(distinct l_returnflag)	count(l_linestatus)
3	6001215
count(distinct l_shipmode)	count(distinct l_shipinstruct)
7	4
avg(distinct l_discount)	sum(distinct l_tax)	avg(l_linenumber)
0.050000	0.36	3.0006
sum(distinct l_discount)	avg(distinct l_tax)
0.55	0.040000
count(distinct l_partkey)	count(distinct l_suppkey)	sum(distinct l_partkey)	sum(distinct l_suppkey)
9723	6364	986398440	31975210
count(distinct l_shipmode)	count(distinct l_shipinstruct)	avg(l_linenumber)
7	4	2.9881
sum(distinct l_discount)	avg(distinct l_tax)
0.55	0.040000
